KIT DE CALIPER NACIONALES (AKRON);;;;;;;;;;;
Referencia;Descripcion;Para;Diametro mm ;;;COSTO;CARACAS;ORIENTE;CATEGOTRIA;EQUIVALENCIA;MARCA
7348;Kit De Clavos, Resortes y Graduadores Dodge Caliber, Compass, Nro.7;;;;;7,80;17,33;19,50;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
7365;Kit De Tambor Chevrolet Series : Silverado (08/13);;;;;15,00;33,33;37,50;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
7407;Kit De Resortes Ford Fiesta;;;;;3,80;8,44;9,50;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
7416;Kit Freno De Tambor, Chevrolet Silverado FMSI 855;;;;;8,30;18,44;20,75;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
7419;Kit De Freno De Mano Jeep Series: Liberty, Wrangler (08/18), BS941;;;;;24,00;53,33;60,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
7440K;Kit De Freno De Mano Chevrolet Cheyenne 3500 Past. 8523 2RDAS.;;;;;25,00;55,56;62,50;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
17253;Kit De Clavos y Resortes Toyota 4 Runner, Land Cruiser, Clavo.Nro.1;;;;;7,50;16,67;18,75;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
17282;Kit De Clavos  Resortes Toyota Corolla Banda 597 ;;;;;4,90;10,89;12,25;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
17305;Kit De Clavos y Resortes Ford Festiva Clavo Nro.7;;;;;4,30;9,56;10,75;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
17333;Kit De Resortes Nissan Sentra (91/99);;;;;4,60;10,22;11,50;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
17360;Kit De Clavos y Resortes Suzuki Grand Vitara (99/05) ;;;;;7,50;16,67;18,75;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
17394;Kit De Freno De Mano Toyota 4Runner, FJ (03/10) Banda S844;;;;;20,00;44,44;50,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
17395;Kit De Freno De Mano Toyota 4Runner, FJ (03/10) Banda S850 Clavo Nro. 8;;;;;10,00;22,22;25,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
17395K;Kit De Freno De Mano Toyota 4Runner, FJ (03/10) Banda S850, clavo Nro.8;;;;;15,00;33,33;37,50;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
17409K;Kit De Tambor Chevrolet Series: Aveo, Spark, (04/15) 2 Ruedas.;;;;;14,40;32,00;36,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
17443;Kit De Freno De Mano Toyota: LandCruiser, Sequoia, Tundra (08/20);;;;;18,00;40,00;45,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
17445;Kit De Clavos y Resortes Toyota Yaris (07/10), Clavo Nro.16;;;;;5,40;12,00;13,50;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
17540;Kit De Tambor Toyota Yaris IA (17-18), Mazda 2;;;;;15,00;33,33;37,50;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
K7407;Kit De Resortes Ford Fiesta Power;;;;;4,00;8,89;10,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
;;;;;;;;;;;
;;;;;;;;;;;
RESORTE Y RODILOOS DE BANDA (FRENO DE AIRE);;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
R-198;Resorte de Banda 4515, 4707 y 4705 Pequeño;;;;;1,50;3,33;3,75;RESORTE DE RODILLO DE BANDA ;;
R-199;Resorte de Banda 4515, 4707 y 4705 Grande;;;;;4,60;10,22;11,50;RESORTE DE RODILLO DE BANDA ;;
R-200;Rodillo de Banda;;;;;3,40;7,56;8,50;RESORTE DE RODILLO DE BANDA ;;
;;;;;;;;;;;
;;;;;;;;;;;
KIT DE GRADUACION IMPORTADOS MBM;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
1520;"Graduador Ford Auto/F-150 Trasero/Izquierdo, 11""";;;;;3,30;7,33;8,25;KIT DE GRADUACION IMPORTADOS;;
1521;"Graduador Ford Auto/F-150 Trasero/Derecho, 11""";;;;;3,30;7,33;8,25;KIT DE GRADUACION IMPORTADOS;;
1522;"Graduador Izquierdo, Ford Zephyr 10""";;;;;3,60;8,00;9,00;KIT DE GRADUACION IMPORTADOS;;
1523;"Graduador Derecho, Ford Zephyr 10""";;;;;3,60;8,00;9,00;KIT DE GRADUACION IMPORTADOS;;
1534;Graduador Ford F-350 Todos Hasta el 2000 Diente fino, Trasero/Izquierdo.;;;;;5,40;12,00;13,50;KIT DE GRADUACION IMPORTADOS;;
1535;Graduador Ford F-350 Todos Hasta el 2000 Diente fino Trasero/Derecho.;;;;;5,40;12,00;13,50;KIT DE GRADUACION IMPORTADOS;;
2526;Kit de Graduación Izquierdo, Jeep Wrangler, Cherokee B.2176T-538;;;;;4,80;10,67;12,00;KIT DE GRADUACION IMPORTADOS;;
2527;Kit de Graduación Dererecho, Jeep Wrangler, Cherokee B.2176T-538;;;;;4,80;10,67;12,00;KIT DE GRADUACION IMPORTADOS;;
2588;Kit de Graduación Series: Ram T-4000, C30, C3500 Left, B.2157/ 2042;;;;;10,80;24,00;27,00;KIT DE GRADUACION IMPORTADOS;;
2589;Kit de Graduación Series: Ram T-4000, C30, C3500 Right,  B.2157/ 2042;;;;;10,80;24,00;27,00;KIT DE GRADUACION IMPORTADOS;;
2640;Kit de Graduaciòn Series: Cheyenne C1500 (88/99) Izquierdo, Banda 1404;;;;;18,00;40,00;45,00;KIT DE GRADUACION IMPORTADOS;;
2641;Kit de Graduaciòn Series: Cheyenne C1500 (88/99) Derecho, Banda 1404;;;;;18,00;40,00;45,00;KIT DE GRADUACION IMPORTADOS;;
2644;Kit de GraduacionTrasero/Izquierdo, Buick Century (93/03), Cavalier (96/98), Lumina (95/01);;;;;7,20;16,00;18,00;KIT DE GRADUACION IMPORTADOS;;
2645;Kit de Graduacion, Trasero/Derecho, Buick Century (93/03), Cavalier (96/98), Lumina (95/01);;;;;7,20;16,00;18,00;KIT DE GRADUACION IMPORTADOS;;
2654;Kit de Graduación Ford Escort (81/90) Trasero/Izquierdo.;;;;;6,00;13,33;15,00;KIT DE GRADUACION IMPORTADOS;;
2655;Kit de Graduación Ford Escort (81/90) Trasero/Derecho.;;;;;6,00;13,33;15,00;KIT DE GRADUACION IMPORTADOS;;
2656;Kit de Graduaciòn Jeep Cherokee, Grand Cherokee (90/01) Izquierdo.;;;;;6,00;13,33;15,00;KIT DE GRADUACION IMPORTADOS;;
2657;Kit de Graduaciòn Jeep Cherokee, Grand Cherokee (90/01) Derecho.;;;;;6,00;13,33;15,00;KIT DE GRADUACION IMPORTADOS;;
2658;Kit de Graduación De Chrysler Neon Left.;;;;;4,20;9,33;10,50;KIT DE GRADUACION IMPORTADOS;;
2659;Kit de Graduación De Chrysler Neon Right.;;;;;4,20;9,33;10,50;KIT DE GRADUACION IMPORTADOS;;
2800;Kit De Graduaciòn Chevrolet Silverado 1500 Trasero/Izquierdo/Derecho, (04/08);;;;;10,80;24,00;27,00;KIT DE GRADUACION IMPORTADOS;;
2830;Kit De Graduaciòn Chevrolet Silverado 1500 Trasero/Izquierdo/Derecho, (09/13);;;;;14,40;32,00;36,00;KIT DE GRADUACION IMPORTADOS;;
12502;Kit de GraduacionTrasero/Izquierdo, Toyota Corolla (Import.) (00/02) Banda S7501515;;;;;6,00;13,33;15,00;KIT DE GRADUACION IMPORTADOS;;
12503;Kit de Graduacion, Tras/Derecho, Toyota Corolla (Import.) (00/02) Zapata S7501515;;;;;6,00;13,33;15,00;KIT DE GRADUACION IMPORTADOS;;
12504;"Kit de Graduacion Camry,Dahiatsu Terios Trasero/Izquierdo, Bandas S505 1358 / 523 2156 9""";;;;;6,00;13,33;15,00;KIT DE GRADUACION IMPORTADOS;;
12505;"Kit de Graduacion Camry,Dahiatsu Terios Trasero/Derecho, Bandas S5051358 / 523 2156 9""";;;;;6,00;13,33;15,00;KIT DE GRADUACION IMPORTADOS;;
12520;Kit de Graduación Honda Civic/CRX, (84/92) Trasero/Izquierdo.;;;;;4,80;10,67;12,00;KIT DE GRADUACION IMPORTADOS;;
12521;Kit de Graduación Honda Civic/CRX, (84/92) Trasero/Derecho.;;;;;4,80;10,67;12,00;KIT DE GRADUACION IMPORTADOS;;
12548;Kit de Graduaciòn Toyota 4Runner, LandCruiser (86/03) Izquierdo, S589/549;;;;;6,90;15,33;17,25;KIT DE GRADUACION IMPORTADOS;;
12549;Kit de Graduaciòn Toyota 4Runner, LandCruiser (86/03) Derecho, S589/549;;;;;6,90;15,33;17,25;KIT DE GRADUACION IMPORTADOS;;
17361;Kit De Graduaciòn Suzuki Grand Vitara Derecho.;;;;;12,00;26,67;30,00;KIT DE GRADUACION IMPORTADOS;;
17362;Kit De Graduaciòn Suzuki Grand Vitara Izquierdo.;;;;;12,00;26,67;30,00;KIT DE GRADUACION IMPORTADOS;;
2804K;Kit De Graduación Dodge Dakota (05/10) Trasero/Izquierdo, Banda S853;;;;;24,00;53,33;60,00;KIT DE GRADUACION IMPORTADOS;;
2805K;Kit De Graduación Dodge Dakota (05/10) Trasero/Derecho, Banda S853;;;;;24,00;53,33;60,00;KIT DE GRADUACION IMPORTADOS;;
2814K;Kit De Graduación Automática Toyota Series : Toyota Yaris 2006/15 Lado Izquierdo;;;;;12,00;26,67;30,00;KIT DE GRADUACION IMPORTADOS;;
2815K;Kit De Graduación Automática Toyota Series : Toyota Yaris 2006/15 Lado Derecho;;;;;12,00;26,67;30,00;KIT DE GRADUACION IMPORTADOS;;
2822K;Kit de Graduacion Hyundai Series: Elantra 92/06,Tiburón, Kia Spectra, Izquierdo;;;;;12,00;26,67;30,00;KIT DE GRADUACION IMPORTADOS;;
2823K;Kit de Graduacion Hyundai Series: Elantra 92/06, Tiburón, Kia Spectra, Derecho;;;;;12,00;26,67;30,00;KIT DE GRADUACION IMPORTADOS;;
FT1005;Kit De Graduación de Bandas Toyota Series: Hilux, Fortuner, 2 Ruedas ;;;;;20,00;44,44;50,00;KIT DE GRADUACION IMPORTADOS;;
G1.1086;Graduador Derecho, Chevrolet Corsa;;;;;4,80;10,67;12,00;KIT DE GRADUACION IMPORTADOS;;
G1.1087;Graduador Izquierdo, Chevrolet Corsa;;;;;4,80;10,67;12,00;KIT DE GRADUACION IMPORTADOS;;
G1.1114;Graduador Izquierdo, Renault R19, Peugeot 206 Tipo Bendix;;;;;4,80;10,67;12,00;KIT DE GRADUACION IMPORTADOS;;
G1.1115;Graduador Derecho, Renault R19, Peugeot 206 Tipo Bendix;;;;;4,80;10,67;12,00;KIT DE GRADUACION IMPORTADOS;;
G1.1284;Graduador Derecho, Fiat Palio, Fiat Siena;;;;;4,80;10,67;12,00;KIT DE GRADUACION IMPORTADOS;;
G1.1285;Graduador Izquierdo, Fiat Palio, Fiat Siena;;;;;4,80;10,67;12,00;KIT DE GRADUACION IMPORTADOS;;
;;;;;;;;;;;
;;;;;;;;;;;
TUERCA DE TUNEL CON TEFLON Y SIN TEFLON / TUERCA DE TUNEL CON ARAÑA;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
41216A-K;Kit de Araña + Tuerca de Tunel Ford F-350 y otros;;;;;3,00;6,67;7,5;TUERCA DE TUNEL / ARAÑAS ;;
AR11-K;Kit de Araña + Tuerca de Tunel Chevrolet C-30;;;;;3,00;6,67;7,5;TUERCA DE TUNEL / ARAÑAS ;;
TTJ30AK;Tuerca De Seguridad Chevrolet Cheyenne 3500 Past.8523;;;;;20,00;44,44;50,0;TUERCA DE TUNEL / ARAÑAS ;;
TT129AK;Tuerca Teflonada de seguridad Ford F-351;;;;;5,40;12,00;13,5;TUERCA DE TUNEL / ARAÑAS ;;
;;;;;;;;;;;
;;;;;;;;;;;
GUAYAS DE GRADUACION AUTOMATICA / PASA GUAYAS;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
GB-16;Guaya De Freno Cherokee, Comanche,  Banda: 538 2168T, 2176T;;;;;1,00;2,22;2,50;GUAYAS DE GRADUACION AUTOMATICA ;;
GB-75;Guaya De Freno Cherokee, Grand Cherokee Banda: S670 2174TT ;;;;;1,00;2,22;2,50;GUAYAS DE GRADUACION AUTOMATICA ;;
GB-76;"Guaya De Freno Ford Fortaleza 12""";;;;;1,10;2,44;2,74;GUAYAS DE GRADUACION AUTOMATICA ;;
GB-77;"Guaya De Graduación Automática Toyota Series:Autana,4Runner,LandCruiser 8"" (47616-60010)---Precio Unitario x 10, Empaque de 10 ";10;;;;7,50;16,67;18,75;GUAYAS DE GRADUACION AUTOMATICA ;;
PG-2090;Pasa Guaya Ford Maverick, Zephyr;;;;;0,50;1,11;1,25;GUAYAS DE GRADUACION AUTOMATICA ;;
PG-2093;Pasa Guaya De Ford Tritón, Dodge Ram ;;;;;0,40;0,89;1,00;GUAYAS DE GRADUACION AUTOMATICA ;;
;;;;;;;;;;;
;;;;;;;;;;;
KIT DE RETEN PARA HIDROVACK CON ARANDELA;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
KRA;kit de Reten para Hidrovack con Arandela ;;;;;1,00;2,22;2,50;RETEN DE HIDROVACK ;;
;;;;;;;;;;;
;;;;;;;;;;;
KIT DE PUNTA DE EJE;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
1050901;Kit de punta de Eje Ford F-350;;;;;1,50;3,33;3,75;KIT DE PUNTA DE EJE ;;
;;;;;;;;;;;
;;;;;;;;;;;
SEPARADORES DE BANDA;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
SP-001K;Kit De Seperador de Bandas Toyota Series:Landcruiser,4Runner, Tacoma, FJ Cruiser, Sequoia;;;;;10,00;22,22;25,00;SEPARADORES DE BANDA ;;
SP-002; Seperador de Bandas Toyota Series: Corolla New Sensation (2003/2008);;;;;5,00;11,11;12,50;SEPARADORES DE BANDA ;;
;;;;;;;;;;;
;;;;;;;;;;;
PISTONES DE CALIPER ALEACION ALUMINIO (SHIATSU);;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
Shala09;Ford Explorer (2011/2018), Delantero;;47.;50.8;;8,00;17,78;20,00;PISTONES DE CALIPER NACIONAL ;;
;;;;;;;;;;;
;;;;;;;;;;;
PISTONES DE CALIPER NACIONALES;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
4379;Piston de Caliper, Ford Mustang año (67/68);;41,5;29;;8,00;17,78;20,00;PISTONES DE CALIPER NACIONAL ;;
7400;Piston de Caliper, Fiat Ritmo/Regata;;48;48;;8,15;18,11;20,38;PISTONES DE CALIPER NACIONAL ;;
7408;Piston de Caliper, Dodge Neòn (95/05), Chrysler Neòn (00/02) Delantero, Dodge Ram 1500 (00/10), Dodge Spirit/LeBaron (91/95);;53,83;51,6;;8,80;19,56;22,00;PISTONES DE CALIPER NACIONAL ;;
7500;Piston de Caliper Ford Falcon, Fairlane 500 (68/70), Ford Mustang (1973), Torino (68/71);;60,32;45,08;;9,10;20,22;22,75;PISTONES DE CALIPER NACIONAL ;;
7504;Piston de Caliper, Chrysler LeBaron (77/81), Dodge Aspen (76/80), Dart (76), Ford Galaxie 500 / LTD (68/72), Plymouth Valiant (72/76);;69,85;44,7;;10,20;22,67;25,50;PISTONES DE CALIPER NACIONAL ;;
7505;Piston de Caliper Dodge Coronet (76/70), Magnum (78), D100/200/300,AMC Hornet (71/75), Chrysler Imperial, New Yorker ;;69,9;49,2;;10,20;22,67;25,50;PISTONES DE CALIPER NACIONAL ;;
7506;Piston de Caliper, AMC Hornet (1977), Dodge Dart (73/75), Ford Bronco II (84/90) Ford Explorer (91/94), Ford   F-100/150 (80/83), Granada, Maverick (73/77);;66;47;;9,50;21,11;23,75;PISTONES DE CALIPER NACIONAL ;;
7517;Piston de Caliper, Ford Fairmont (78/82), Granada (81/82), LTD (83),Mustang (79/83), Cougar (80/82), Zephyr (78/82);;59,89;45,42;;9,10;20,22;22,75;PISTONES DE CALIPER NACIONAL ;;
7521;Piston de Caliper, Ford LTD (79/82), Grand Marquis (79/84), Crown Victoria (93/94), Continental (80);;73,02;45,24;;10,50;23,33;26,25;PISTONES DE CALIPER NACIONAL ;;
7522;Piston de Caliper, Chevrolet Cavalier (82/91), Century/Celebrity (82/99), Corsica/Sunbird (86/91);;56,82;43,48;;9,10;20,22;22,75;PISTONES DE CALIPER NACIONAL ;;
7534;Piston de Caliper, Jeep Series: CJ5 (82/83), CJ7 (82/86), Comanche (86/89), Wagoneer (84/89), Wrangler (86/89),      Sin Sello;;65,94;50,17;;9,50;21,11;23,75;PISTONES DE CALIPER NACIONAL ;;
7540;Piston de Caliper, Chevrolet C-30 (75/86), C3500 (91/02), GMC P-31/35 (75/78);;85,62;56,9;;12,50;27,78;31,25;PISTONES DE CALIPER NACIONAL ;;
7541;Piston de Caliper, Ford Explorer Delantero, Chevrolet Cheyenne 1500;;48;47;;8,20;18,22;20,50;PISTONES DE CALIPER NACIONAL ;;
7549;Piston de Caliper, Chevrolet Chevette Año (82/92);;48;30;;8,20;18,22;20,50;PISTONES DE CALIPER NACIONAL ;;
7593;Piston de Caliper, Isuzu Caribe Años (84/87);;57;45;;9,10;20,22;22,75;PISTONES DE CALIPER NACIONAL ;;
7646;Piston de Caliper, Isuzu Caribe Año (88/91), F.76028;;60;47;;9,10;20,22;22,75;PISTONES DE CALIPER NACIONAL ;;
7669;Piston de Caliper, Toyota Pickup (88/95), Samurai, Machito, Pistòn Primario;;42,8;28,45;;8,50;18,89;21,25;PISTONES DE CALIPER NACIONAL ;;
7710;Piston de Caliper, Jeep Grand Cherokee Delantero/Trasero, Millenium Pastilla: D1080-7985;;48;52;;8,20;18,22;20,50;PISTONES DE CALIPER NACIONAL ;;
7718;Piston de Caliper, Jeep Grand Cherokee Delantero.;;48;48;;8,20;18,22;20,50;PISTONES DE CALIPER NACIONAL ;;
7719;Piston de Caliper, Toyota Land Cruiser (76/90) (Samurai), Pistòn Secundario Pequeño;;33,9;28,6;;7,20;16,00;18,00;PISTONES DE CALIPER NACIONAL ;;
7771;Piston de Caliper, Ford Series: Sierra, Escort, Orion;;60;51;;9,10;20,22;22,75;PISTONES DE CALIPER NACIONAL ;;
7806;Piston de Caliper, Ford F-150 Fortaleza, Chevrolet Blazer (00/03) Corsa;;48;49;;7,50;16,67;18,75;PISTONES DE CALIPER NACIONAL ;;
P-69;Piston de Caliper, Nissan Frontier, Kia Sorento (2011), Hyundai Santa Fe (10/12), Ford Mustang (05/12), Mitsubishi Montero Delantero Pastilla: 7412;;42,75;49,58;;8,40;18,67;21,00;PISTONES DE CALIPER NACIONAL ;;
P-78;Piston de Caliper Chevrolet series: Aveo, Optra ;;45;49;;9,10;20,22;22,75;PISTONES DE CALIPER NACIONAL ;;
P-94;Piston de Caliper, Chevrolet series: Cheyenne 3500, Pastilla: D1411 8523 Trasero;;57;53,4;;9,85;21,89;24,63;PISTONES DE CALIPER NACIONAL ;;
;;;;;;;;;;;
;;;;;;;;;;;
PISTONES DD CALIPER IMPORTADOS;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
P-7157R;Kit De Pistón De Cáliper Toyota Series:Explosion Trasero Derecho;;36mm;48mm;;20,00;44,44;50,00;PISTONES DE CALIPER IMPORTADOS ;;
P-7157L;Kit De Pistón De Cáliper Toyota Series:Explosion Trasero Izquierdo;;36mm;48mm;;20,00;44,44;50,00;PISTONES DE CALIPER IMPORTADOS ;;
7508;Piston de Caliper, Ford Bronco (76/96), Econoline E-100 (75/83), E-150 (75/02), Ford F-100 (75/83), Ford F-150 (75/93);;73,025;47,879;;10,20;22,67;25,50;PISTONES DE CALIPER IMPORTADOS ;;
7538;Piston de Caliper, Ford E-250/350 Econoline (75/91), Ford F-250/350 (72/74) - (75/94) Delantero.;;55,372;48,387;;7,20;16,00;18,00;PISTONES DE CALIPER IMPORTADOS ;;
7586;Piston de Caliper, Nissan Sentra (85/94), Suzuki Swift, Sidekick, Toyota Burbuja Trasero, Toyota Series: Burbuja 4Runner Trasero, (06/12), Kia Sorento (06/09);;48,0568;49,149;;5,40;12,00;13,50;PISTONES DE CALIPER IMPORTADOS ;;
7591;Piston de Caliper Mitsubishi L300/Van, P.D349 7241, Mitsubishi Montero;;57,0484;48,514;;8,00;17,78;20,00;PISTONES DE CALIPER IMPORTADOS ;;
7652;Piston de Caliper, Chrysler Neon Trasero;;33,9344;48,514;;4,20;9,33;10,50;PISTONES DE CALIPER IMPORTADOS ;;
7757;Piston de Caliper, Jeep Cherokee, Comanche, Wrangler (90/95)-(97/206), Dakota, Wagoneer, Dodge Caravan (01/07), Grand Cherokee (93/98) Con Sello;;65,913;51,689;;10,80;24,00;27,00;PISTONES DE CALIPER IMPORTADOS ;;
7758;Piston de Caliper, Jeep Grand Cherokee (11/15), Trasero, Mercury Grand Marquis (92/95);;47,91;50,55;;7,20;16,00;18,00;PISTONES DE CALIPER IMPORTADOS ;;
7801;Piston de Caliper, Ford F-350 (95/97), Ford F-450 Super Duty (2003), Dodge Ram T2500;;56,0324;55,118;;8,70;19,33;21,75;PISTONES DE CALIPER IMPORTADOS ;;
7803;Piston de Caliper, Ford Explorer Expedition Eddie Bauer Trasero, Ford Ranger (03/04),Trasero, Ford Explorer Sport Trac (01/02), Trasero.;;47,9044;47,2948;;6,60;14,67;16,50;PISTONES DE CALIPER IMPORTADOS ;;
7816;Piston de Caliper, Chevrolet Express 3500, Delantero, Silverado 3500 (01/09),Trasero.;;59,89;59,05;;10,20;22,67;25,50;PISTONES DE CALIPER IMPORTADOS ;;
7817;Piston de Caliper, Silverado 1500, Express 1500,Avalanche 1500, Tahoe;;50,8762;57,3;;7,20;16,00;18,00;PISTONES DE CALIPER IMPORTADOS ;;
7830;Piston de Caliper, Ford F-350 (97/05) Triton;;53,8226;58,2676;;9,60;21,33;24,00;PISTONES DE CALIPER IMPORTADOS ;;
7832;Piston de Calier, Chevrolet Express 2500/3500, Silverado 1500 (03/07), Silverado 3500, Hummer H2 (03/09);;56,896;57,7088;;9,50;21,11;23,75;PISTONES DE CALIPER IMPORTADOS ;;
7891;Piston de Caliper, Ford F-250/350 Super Duty Delantero, (05/12);;59,8932;59,0042;;9,90;22,00;24,75;PISTONES DE CALIPER IMPORTADOS ;;
7897;Pistón de Cáliper Jeep Grand Cherokee 11/17 Tras. Past.D1498 8698;;47.9;50,55;;8,50;18,89;21,25;PISTONES DE CALIPER IMPORTADOS ;;
7925;Piston de Calipero, Chevrolet Express 2500/3500, Trasero, (03/12);;50,67;62,79;;10,20;22,67;25,50;PISTONES DE CALIPER IMPORTADOS ;;
7926;Piston de Caliper, Chevrolet Series: Avalanche 1500, Tahoe (03/06), Trasero, Express 1500 (03/13), Silverado 1500 (2003)  Trasero.;;44.32;54,15;;7,80;17,33;19,50;PISTONES DE CALIPER IMPORTADOS ;;
7948;Piston de Caliper, Ford F-150 Expedition (10/13), Dodge Dakota (05/10), Delantero, Ford F-350 Super Duty Trasero.;;53,84;52,9;;8,40;18,67;21,00;PISTONES DE CALIPER IMPORTADOS ;;
7956;Piston de Caliper, Ford F-150 Delantero, (05/09) FX4, Delantero.;;53,975;55,9562;;8,40;18,67;21,00;PISTONES DE CALIPER IMPORTADOS ;;
7957;Piston de Caliper, Ford F-250 Super Duty Trasero, (05/13);;47,9806;53,0352;;8,10;18,00;20,25;PISTONES DE CALIPER IMPORTADOS ;;
7959;Piston de Caliper, Ford F-150 Trasero, (06/12)  FX4, Trasero.;;50,9524;51,9938;;7,80;17,33;19,50;PISTONES DE CALIPER IMPORTADOS ;;
7966;Piston de Caliper, Chevrolet Express 1500 (09/11), Silverado 1500/2500/3500 (08/11), Tahoe/Avalanche (07/11) Delantero, Suburban 1500 (07/11) Trasero.;;50,8762;52,832;;7,50;16,67;18,75;PISTONES DE CALIPER IMPORTADOS ;;
7973;Piston de Caliper, Dodge Caliber (07/12), Chrysler Sebring (07/10), Jeep Compass/Patriot (07/11), Toyota Corolla Matrix (Patrulla), (03/08);;56,9976;48,4886;;8,10;18,00;20,25;PISTONES DE CALIPER IMPORTADOS ;;
7974;Piston de Caliper, Ford Explorer, Delantero, (06/10), Delantero, Ford Explorer SportTrac (07/10), Delantero.;;50,673;50,6476;;7,80;17,33;19,50;PISTONES DE CALIPER IMPORTADOS ;;
7980;Piston de Caliper, Ford Series: Econoline (08-13), E150/250/E-350, Super Duty Traseros;;47,6;41,6;;7,20;16,00;18,00;PISTONES DE CALIPER IMPORTADOS ;;
7982;Piston de Caliper, Ford Series: Econoline (08-13), E150/250/E-350/450, Super Duty Delanteros;;59,9;53,9;;9,50;21,11;23,75;PISTONES DE CALIPER IMPORTADOS ;;
7983;Piston de Caliper, Ford F-350 Super Duty (13/14), Delantero;;60;53,6;;9,50;21,11;23,75;PISTONES DE CALIPER IMPORTADOS ;;
7984;Piston de Caliper, Jeep Grand Cherokee, Pastillas: D1080 7985, Chevrolet Trail Blazer (06/09), Colorado Delantero;;48,01;52,58;;7,20;16,00;18,00;PISTONES DE CALIPER IMPORTADOS ;;
7996;Piston de Caliper, Jeep Grand Cherokee 2011/15,2018/20 del. Past. D1455 8655;;47,9;55,4;;8,50;18,89;21,25;PISTONES DE CALIPER IMPORTADOS ;;
8018;Piston de Caliper, Cheyenne 3500, Silverado 2500 Delantero, (11/12);;60,1;53,7;;10,80;24,00;27,00;PISTONES DE CALIPER IMPORTADOS ;;
8019;Piston de Caliper, Cheyenne 3500, Silverado 2500 Trasero, (11/12);;57;53,4;;10,00;22,22;25,00;PISTONES DE CALIPER IMPORTADOS ;;
8715;Piston de Caliper, Ford Explorer (10/18), Delantero;;47,5;50,8;;7,80;17,33;19,50;PISTONES DE CALIPER IMPORTADOS ;;
7501-76021;Piston de Caliper, Ford Fairlane 500 (75/77), Dodge 100, 150, 200, 250, 300, 350, 400,  AMC Hornet (76),    LTD I, II, Galaxie 500, CJ5, CJ7, Country Squire;;78,74;46,4566;;9,60;21,33;24,00;PISTONES DE CALIPER IMPORTADOS ;;
7502-76008;Piston de Caliper, Chevrolet Malibu/Nova/Monte Carlo (73/77), Impala (69/85), Blazer 71/4)- (87/91), C10 (76/85), C30 (75/78), Camaro (69/81);;74,5236;49,657;;9,00;20,00;22,50;PISTONES DE CALIPER IMPORTADOS ;;
7513-76033;Piston de Caliper, Chevrolet Malibu (78/83), Blazer (95/02), Celebrity (83/90), Monte Carlo (78/88), S10 (82/02), GMC Jimmy (92/02);;63,4492;43,561;;7,20;16,00;18,00;PISTONES DE CALIPER IMPORTADOS ;;
